folder,file,zone,temp,temp_max,ach,ehf
cluster00,single_00115,5,25.50820769259347,33.368760579105874,6.046276743884975,0.6596153846153846
cluster00,single_00116,6,23.669563566690403,27.940752193932198,1.6333849111334922,0.2230769230769231
cluster00,single_00117,7,23.397554544797824,30.493317330232056,13.33707123097798,0.34615384615384615
cluster00,single_00118,8,28.567513643733747,39.35966725046778,7.093051957617041,0.8657692307692307
cluster00,single_00119,9,29.70933693599509,38.38709560072467,2.4657693336648747,0.9284615384615384
cluster00,single_00120,0,32.002927910298176,42.8400034326009,0.8880537415436881,0.97
cluster00,single_00121,1,22.9551349158226,27.742552160980836,16.469831359453227,0.23692307692307693
cluster00,single_00122,2,22.363333278586794,25.5850207493888,2.265851047372337,0.014615384615384615
cluster00,single_00123,3,22.744108743045203,27.39990482310232,5.146775172758502,0.06384615384615384
cluster00,single_00124,4,28.504892560275845,34.443709981929075,0.45409884257037597,0.9569230769230769
cluster00,single_00125,5,28.01152083241095,34.707368995594535,2.249240913091961,0.9826923076923076
cluster00,single_00126,6,27.625852757828206,35.21201815312932,8.603099477481814,0.7857692307692308
cluster00,single_00127,7,26.205791445013237,36.64045923786796,9.63920557630679,0.7857692307692308
cluster00,single_00128,8,28.942580796015694,37.18993248816377,1.9064720384910152,0.9465384615384616
cluster00,single_00129,9,25.39282910237171,34.502072072816226,49.314457570505816,0.6303846153846154
cluster00,single_00130,0,23.130767961951125,29.118161384695732,10.186854863826909,0.5038461538461538
cluster00,single_00131,1,23.11509016544844,28.782808386155146,12.013416147056578,0.2903846153846154
cluster00,single_00132,2,25.361577290446323,33.23531178452288,21.085197245792248,0.49961538461538463
cluster00,single_00133,3,23.074343185625715,28.974500710536088,5.451357051421487,0.4938461538461538
cluster00,single_00134,4,27.50615224334483,34.57912863747453,4.684499959182899,0.818076923076923
cluster00,single_00135,5,28.050756273824867,34.52267558348599,0.31317461668308355,0.938076923076923
cluster00,single_00136,6,22.156681331614596,26.307420396254354,5.30042114735433,0.016923076923076923
cluster00,single_00137,7,28.098141086129974,34.94986303675226,3.64195641818716,0.9576923076923077
cluster00,single_00138,8,24.80564572558776,33.42493085776611,20.487382431179203,0.7076923076923077
cluster00,single_00139,9,29.601266495726854,35.97542385370768,7.510110096467801,0.9830769230769231
cluster00,single_00140,0,26.34519419296626,33.64050643471591,10.587276208410133,0.7292307692307692
cluster00,single_00141,1,24.656563395165882,32.96724058883202,8.017061750464519,0.47615384615384615
cluster00,single_00142,2,24.470232897109526,32.94617818801238,5.596531641082942,0.4503846153846154
cluster00,single_00143,3,22.629427209856026,26.44630250192496,2.0818098704246615,0.09115384615384615
cluster00,single_00144,4,21.826689415424084,26.059392205793763,8.149453872521923,0.185
cluster00,single_00145,5,24.906644226876683,32.60037943813458,22.78127454870374,0.7784615384615384
cluster00,single_00146,6,22.523488592845254,27.795436282677606,6.323032978641649,0.16230769230769232
cluster00,single_00147,7,25.258034179364486,33.50717376386518,16.49548672336443,0.49230769230769234
cluster00,single_00148,8,30.00505836340217,39.920407529709934,1.534108865536959,0.8930769230769231
cluster00,single_00149,9,24.91116233260242,33.23724441130023,13.287547217323926,0.45
cluster00,single_00150,0,25.614610660573437,36.02023700819194,23.07553194234815,0.7453846153846154
cluster00,single_00151,1,28.66409337221155,36.597144102042755,2.256520338015547,0.975
cluster00,single_00152,2,24.690892821933996,33.44183425778138,15.987421141336418,0.4665384615384615
cluster00,single_00153,3,22.742507707225787,28.273897361333862,30.96011798384537,0.1519230769230769
cluster00,single_00154,4,25.06702352002186,32.37048616437835,2.016561541572543,0.49923076923076926
cluster00,single_00155,5,23.1255209579827,28.65710613724396,9.160070249573565,0.13230769230769232
cluster00,single_00156,6,27.41632182563635,38.319091432696744,10.107487154789453,0.8780769230769231
cluster00,single_00157,7,26.61082044668891,36.958267133639204,16.967341867407786,0.7084615384615385
cluster00,single_00158,8,27.174375325906574,37.01256868911456,10.83767401345338,0.8661538461538462
cluster00,single_00159,9,29.764347367545543,40.005400116763475,1.8680258342303537,0.8738461538461538
cluster00,single_00160,0,26.341589668481678,34.166723942648446,14.482850422088886,0.6957692307692308
cluster00,single_00161,1,23.086684578930374,28.469142637481326,5.377384633715272,0.2723076923076923
cluster00,single_00162,2,27.523514013145977,34.75332694727015,9.76964059393384,0.9542307692307692
cluster00,single_00163,3,22.861896720853448,27.162261096325327,6.391851060468211,0.10884615384615384
cluster00,single_00164,4,26.67139755118278,36.82206446944369,16.28581036937382,0.8473076923076923
cluster00,single_00165,5,28.52644808549218,35.76478049373935,1.8842919850507076,0.9534615384615385
cluster00,single_00166,6,29.67383714142042,40.69696973358763,1.907427079593853,0.9157692307692308
cluster00,single_00167,7,25.08931139997916,32.78141089080957,3.9545390935107485,0.48538461538461536
cluster00,single_00168,8,25.6600291624678,33.08519799813944,1.928942458407888,0.5826923076923077
cluster00,single_00169,9,27.494614499753503,37.371956642216546,6.7994574783888,0.7511538461538462
cluster00,single_00170,0,24.268772113258734,32.697913603150376,12.011854510218388,0.42230769230769233
cluster00,single_00171,1,23.81739711151038,27.81332271430416,1.7026466995474248,0.16230769230769232
cluster00,single_00172,2,24.058833147895882,31.768676264436102,13.979406254700564,0.6146153846153846
cluster00,single_00173,3,33.991385235192354,40.608100893610704,1.0486287366423068,0.9976923076923077
cluster00,single_00174,4,24.310520867876235,32.851198591216715,42.4824816390406,0.38384615384615384
cluster00,single_00175,5,29.28324760398317,39.98383639179456,3.2605721016095663,0.8626923076923076
cluster00,single_00176,6,26.111386591047072,35.85913194436856,63.3203561855553,0.6038461538461538
cluster00,single_00177,7,24.982121706073993,33.99268628029681,11.596578856931332,0.7192307692307692
cluster00,single_00178,8,27.124560223801808,37.58092145605893,6.150729222758224,0.7173076923076923
cluster00,single_00179,9,25.84087194081078,36.00349409491986,34.75043388867189,0.7846153846153846
cluster00,single_00180,0,23.985004618196037,32.05621118002834,23.749074278309934,0.37576923076923074
cluster00,single_00181,1,24.161375335890796,33.09497136447711,40.64611816789992,0.6173076923076923
cluster00,single_00182,2,28.125549986743582,35.142288957958,1.153469234296864,0.97
cluster00,single_00183,3,26.497769082591738,33.07192642970343,1.0271272105129334,0.8123076923076923
cluster00,single_00184,4,25.02563484250084,33.155740652007076,9.22934681598833,0.5938461538461538
cluster00,single_00185,5,25.043481643353438,33.001490531575406,7.6481941443784365,0.475
cluster00,single_00186,6,24.795709545569895,33.06360206663927,8.238868179584536,0.7219230769230769
cluster00,single_00187,7,26.47059799751771,33.52186284102829,0.6309257009562022,0.7419230769230769
cluster00,single_00188,8,25.39823251788875,32.507885625296716,0.8943529409484967,0.683076923076923
cluster00,single_00189,9,27.298185039892118,36.96964719731308,14.150030983451769,0.8819230769230769
cluster00,single_00190,0,24.51312420924646,31.91869231789361,3.434086500894589,0.6953846153846154
cluster00,single_00191,1,29.65379854765593,36.79328986967504,5.836690436154678,0.9576923076923077
cluster00,single_00192,2,25.230172417188882,32.740840491558906,8.50802859513715,0.7507692307692307
cluster00,single_00193,3,27.82838312128078,37.327071343900265,11.14287724232152,0.8980769230769231
cluster00,single_00194,4,25.85548402720859,33.75140225367602,7.254801676903707,0.8153846153846154
cluster00,single_00195,5,24.4254242961701,33.195757717130874,36.28812586132534,0.35384615384615387
cluster00,single_00196,6,31.357678260829594,37.7246818690759,0.6529284252642223,0.995
cluster00,single_00197,7,26.366150793824875,34.69230630014979,9.387115217861954,0.9084615384615384
cluster00,single_00198,8,26.76242770420113,33.267880050317174,0.6515791298630196,0.8392307692307692
cluster00,single_00199,9,26.350127162676934,33.93670184728551,5.593778344192881,0.7711538461538462
cluster00,single_00200,0,30.18676928298891,40.48267062165174,0.768791335436781,0.9015384615384615
cluster00,single_00201,1,26.37999592219819,36.937081661361155,18.383410013812117,0.8223076923076923
cluster00,single_00202,2,23.639462528240323,28.380156221912948,3.4553529329115666,0.6346153846153846
cluster00,single_00203,3,27.068467161571114,37.245400401634704,23.134180545930004,0.7573076923076923
cluster00,single_00204,4,28.206780256142316,38.689121263785744,7.2947946756105555,0.9292307692307692
cluster00,single_00205,5,22.732244281759417,27.25148270378173,6.032739650646332,0.18
cluster00,single_00206,6,22.845724648051608,27.192391656096607,5.263143133932938,0.16692307692307692
cluster00,single_00207,7,24.95431798632941,32.61251425897191,4.568525156861472,0.5161538461538462
cluster00,single_00208,8,26.251316179683982,34.89059566522623,5.063154260109609,0.796923076923077
cluster00,single_00209,9,22.72567541742671,28.027227351240985,6.604189716308168,0.07576923076923077
cluster00,single_00210,0,25.91346465885862,33.27464034026853,4.815498952589384,0.6626923076923077
cluster00,single_00211,1,22.213126609104496,27.395245312476426,14.866129120286729,0.02576923076923077
cluster00,single_00212,2,23.954663592961253,28.7999806150669,1.191295176611503,0.6992307692307692
cluster00,single_00213,3,23.939080569591827,31.2664279924863,8.058282570281067,0.30846153846153845
cluster00,single_00214,4,25.64726081255015,35.82517970060396,37.8213822024135,0.5238461538461539
cluster00,single_00215,5,25.163173956180305,32.831492710566806,6.148093205910514,0.6207692307692307
cluster00,single_00216,6,23.670184968241717,28.7827500468441,5.763328639972254,0.6111538461538462
cluster00,single_00217,7,24.87544818326818,32.99290501224471,12.330124656547898,0.4969230769230769
cluster00,single_00218,8,24.721155575916697,33.40101649228052,23.717073659462812,0.7242307692307692
cluster00,single_00219,9,28.541524221660556,38.01725989062136,8.747197126444343,0.84
cluster00,single_00220,0,28.61377109107393,35.626056579872014,0.26637446263366665,0.9719230769230769
cluster00,single_00221,1,21.99594782981923,27.591066873901127,40.09314008589263,0.10576923076923077
cluster00,single_00222,2,25.25263432211669,33.85165034016021,38.913460264047515,0.5315384615384615
cluster00,single_00223,3,31.426913404040924,37.39811270081803,0.6145275854502935,0.9938461538461538
cluster00,single_00224,4,22.395810780912754,26.60624950541503,2.346261425307503,0.29653846153846153
cluster00,single_00225,5,26.112537931955867,36.82305830693711,9.648178498121426,0.5838461538461538
cluster00,single_00226,6,23.06833178664161,29.9966882829387,43.16895895104984,0.21961538461538463
cluster00,single_00227,7,25.30821849793545,33.55071271110854,7.70891405399918,0.6265384615384615
cluster00,single_00228,8,27.50877075872815,38.45650018705278,19.510782588239735,0.7280769230769231
cluster00,single_00229,9,31.906386108484547,40.53816570518047,2.768350285833946,0.9957692307692307
cluster00,single_00230,0,25.09074656318198,32.941605908298925,9.018129091529659,0.4826923076923077
cluster00,single_00231,1,27.48713288646968,37.89418574360398,9.46705862671874,0.8042307692307692
cluster00,single_00232,2,25.90548869535082,34.03793888523364,15.64698625861925,0.6876923076923077
cluster00,single_00233,3,24.34461622054632,29.897853423485195,2.6240747599512617,0.7138461538461538
cluster00,single_00234,4,22.780859961210908,27.401066051948323,5.9420103799270025,0.4330769230769231
cluster00,single_00235,5,26.094728835956115,36.05610635974273,38.86966181547097,0.5692307692307692
cluster00,single_00236,6,24.72109417032179,33.02231124739809,17.782978848183205,0.42730769230769233
cluster00,single_00237,7,25.468193218644462,32.82818535669567,4.967167731970778,0.6738461538461539
cluster00,single_00238,8,26.898371292820766,36.684618269615676,15.276486771435081,0.7473076923076923
cluster00,single_00239,9,26.168862031899575,34.28395395529679,1.3028523431230399,0.8288461538461539
cluster00,single_00240,0,27.63654593033472,35.7441291771843,4.044557593201891,0.815
cluster00,single_00241,1,22.568963189946302,26.703058694671608,1.704179503660151,0.35307692307692307
cluster00,single_00242,2,25.77782529781508,33.47221600524657,12.510742081950013,0.7076923076923077
cluster00,single_00243,3,28.486782321389384,39.1773908359125,10.282441459461731,0.9346153846153846
cluster00,single_00244,4,28.992777740608176,38.52540398423235,2.324951419710699,0.8365384615384616
cluster00,single_00245,5,22.299776577709164,27.078707396710353,12.338294548989936,0.033846153846153845
cluster00,single_00246,6,23.961946631558714,32.02611220897285,33.399471798408776,0.3057692307692308
cluster00,single_00247,7,26.039446678927657,36.31362576254455,21.339282618090554,0.6734615384615384
cluster00,single_00248,8,28.666902915254877,38.18993906359917,4.5036852223994925,0.9373076923076923
cluster00,single_00249,9,26.4625135741931,36.927666111002175,7.316229093777043,0.808076923076923
cluster00,single_00250,0,27.214196353213552,37.67430724996696,12.814780417733184,0.7515384615384615
cluster00,single_00251,1,25.630987836140612,34.052060020171815,12.030454509704885,0.7946153846153846
cluster00,single_00252,2,24.503296704852456,32.275899224810516,6.7352062610070424,0.455
cluster00,single_00253,3,27.25901273824973,37.84166376345573,13.673672252903657,0.6842307692307692
cluster00,single_00254,4,25.712763704459004,34.40501110794487,14.071283881238811,0.5930769230769231
cluster00,single_00255,5,24.607025227035546,31.350454855386033,2.633115770380775,0.7334615384615385
cluster00,single_00256,6,24.870671025557552,32.6670721376935,5.292308746848329,0.505
cluster00,single_00257,7,25.640532487059982,35.904325262270866,51.94210747877843,0.6157692307692307
cluster00,single_00258,8,24.928534776604234,33.972417295515264,52.04727848034374,0.568076923076923
cluster00,single_00259,9,26.420506452588285,36.965984857291325,31.054611476451147,0.6465384615384615
cluster00,single_00260,0,27.14004321851027,33.68367535535307,0.5761459926079874,0.8930769230769231
cluster00,single_00261,1,23.25574524157603,26.852661584346148,2.449650242119758,0.2296153846153846
cluster00,single_00262,2,24.34222069367257,31.700756635467638,6.808491687341066,0.4330769230769231
cluster00,single_00263,3,25.503259690843898,33.83581724953559,2.7716759017608625,0.66
cluster00,single_00264,4,29.27335424224903,34.9795305328185,2.512804389808568,0.9892307692307692
cluster00,single_00265,5,26.58269697157086,33.687994329606326,9.50039399931877,0.8242307692307692
cluster00,single_00266,6,27.12098718251221,37.43845289573783,10.705890441143529,0.8623076923076923
cluster00,single_00267,7,25.56098416038069,32.24709935139087,0.9122030002641546,0.7242307692307692
cluster00,single_00268,8,22.070022039217577,25.910431217633576,2.7369617650959985,0.005
cluster00,single_00269,9,25.15424844234789,32.81403144371677,10.139118178694293,0.5384615384615384
cluster00,single_00270,0,27.598675699284897,34.79239522633459,12.963037716612988,0.8284615384615385
cluster00,single_00271,1,25.680379758192558,33.11953179755136,2.21612542930707,0.5753846153846154
cluster00,single_00272,2,23.76815926462707,29.723129947346283,7.836213622315267,0.4026923076923077
cluster00,single_00273,3,23.043140053154204,28.986249378921553,14.472353583357737,0.2673076923076923
cluster00,single_00274,4,25.712903590366846,34.200056362202695,34.57712326548809,0.8334615384615385
cluster00,single_00275,5,25.713413648825505,32.92158230660499,2.742162744725381,0.6423076923076924
cluster00,single_00276,6,23.516829059810615,29.44874047104053,6.4823328455845,0.2469230769230769
cluster00,single_00277,7,24.75311187784356,32.59031868750393,9.509057222684826,0.7034615384615385
cluster00,single_00278,8,22.876107598115617,27.67081280109698,0.997395712895135,0.14384615384615385
cluster00,single_00279,9,25.046329351187765,32.95462392267252,5.582728349004318,0.7396153846153846
cluster00,single_00280,0,28.922049359980715,38.900447057576656,4.879196428464503,0.8307692307692308
cluster00,single_00281,1,27.998487556182234,35.719269746657844,12.598948065551928,0.8880769230769231
cluster00,single_00282,2,24.637514591788957,33.61469492844475,45.2157496068916,0.6788461538461539
cluster00,single_00283,3,26.0318347502403,32.781977938143704,2.563007065749301,0.7
cluster00,single_00284,4,26.81066458637526,34.85213777032031,2.982224406541105,0.7319230769230769
cluster00,single_00285,5,26.287896472179646,33.03139004945987,0.7641476931185912,0.7403846153846154
cluster00,single_00286,6,25.577141189462317,34.50701941697488,41.759753951619736,0.5211538461538462
cluster00,single_00287,7,21.926271985275612,25.77693950147408,2.83130198536826,0.027307692307692307
cluster00,single_00288,8,32.38601191706199,37.88870009651149,1.470299004613508,0.9992307692307693
cluster00,single_00289,9,22.88856993806407,28.03877313095141,8.787969520526172,0.4553846153846154
cluster00,single_00290,0,24.929764414179107,31.965840605920658,0.26642178669447375,0.7611538461538462
cluster00,single_00291,1,22.803614380046998,27.53576407041875,11.18780335931143,0.4473076923076923
cluster00,single_00292,2,26.126809496788034,34.41625177990612,10.718070380510683,0.8642307692307692
cluster00,single_00293,3,29.602163933944148,39.788944109682994,2.0895851387714957,0.8884615384615384
cluster00,single_00294,4,22.407321293327158,26.33312494988061,5.1984599642529234,0.015769230769230768
cluster00,single_00295,5,24.437670648357482,33.054367578308764,28.960239398746953,0.6561538461538462
cluster00,single_00296,6,24.18315771647758,32.51666131433908,16.36189756722259,0.3607692307692308
cluster00,single_00297,7,25.82402236612808,35.54836244042635,22.84234107777332,0.6576923076923077
cluster00,single_00298,8,27.931423930144934,35.82073652755757,5.875956635265305,0.9576923076923077
cluster00,single_00299,9,23.589670131630562,31.1833050420917,11.417882305416441,0.5646153846153846
cluster00,single_00300,0,26.838567489981394,35.22995467912583,28.833945133531092,0.693076923076923
cluster00,single_00301,1,22.8556108039505,28.36799922264213,9.372187678103192,0.21884615384615386
cluster00,single_00302,2,27.807629785097028,34.401275957051936,8.224367393275125,0.8261538461538461
cluster00,single_00303,3,26.595572693842215,36.582696273684675,10.168709061149714,0.6696153846153846
cluster00,single_00304,4,23.619572556132255,29.263326689833807,7.444661229842422,0.2642307692307692
cluster00,single_00305,5,22.701581074795065,28.42984159575712,22.567492905479448,0.09461538461538462
cluster00,single_00306,6,23.43193641130627,27.757581565523576,0.7179414412820625,0.6053846153846154
cluster00,single_00307,7,25.830319494543296,33.74178840866382,3.153064165801577,0.6326923076923077
cluster00,single_00308,8,29.815847316921797,40.54348007771077,1.2721636022173233,0.9573076923076923
cluster00,single_00309,9,22.90615488132587,29.06306330535477,55.7008300341473,0.46192307692307694
cluster00,single_00310,0,28.594587303186263,39.03062258723817,5.664460675398834,0.8653846153846154
